dPC1	mark	type	x	y
15	H3K27ac	CLL	12	22
15	H3K27ac	CLL	12	24
15	H3K27ac	CLL	12	23
-15	H3K27ac	CLL	28	14
15	H3K27ac	CLL	6	20
15	H3K27ac	CLL	10	22
15	H3K27ac	CLL	11	23
15	H3K27ac	CLL	9	20
15	H3K27ac	CLL	0	7
-15	H3K27ac	CLL	14	0
-15	H3K27ac	CLL	23	16
15	H3K27ac	CLL	11	20
15	H3K27ac	CLL	13	24
-15	H3K27ac	CLL	26	17
15	H3K27ac	CLL	14	26
-15	H3K27ac	CLL	25	16
15	H3K27ac	CLL	5	17
-15	H3K27ac	CLL	18	13
-15	H3K27ac	CLL	18	8
15	H3K27ac	CLL	11	22
-15	H3K27ac	CLL	20	12
15	H3K27ac	CLL	9	22
-15	H3K27ac	CLL	26	13
15	H3K27ac	CLL	0	10
15	H3K27ac	CLL	13	23
-15	H3K27ac	CLL	24	15
-15	H3K27ac	CLL	23	12
15	H3K27ac	CLL	10	21
-15	H3K27ac	CLL	22	10
-15	H3K27ac	CLL	24	12
-15	H3K27ac	CLL	24	17
15	H3K27ac	CLL	10	23
-15	H3K27ac	CLL	17	10
-15	H3K27ac	CLL	27	17
15	H3K27ac	CLL	12	20
15	H3K27ac	CLL	11	18
-15	H3K27ac	CLL	13	1
-15	H3K27ac	CLL	19	6
15	H3K27ac	CLL	8	17
15	H3K27ac	CLL	14	22
15	H3K27ac	CLL	7	19
15	H3K27ac	CLL	6	14
-15	H3K27ac	CLL	15	1
-15	H3K27ac	CLL	25	17
15	H3K27ac	CLL	9	21
-15	H3K27ac	CLL	15	7
-15	H3K27ac	CLL	21	11
15	H3K27ac	CLL	14	24
-15	H3K27ac	CLL	23	14
-15	H3K27ac	CLL	16	3
15	H3K27ac	CLL	10	20
-15	H3K27ac	CLL	16	7
15	H3K27ac	CLL	14	25
15	H3K27ac	CLL	8	15
-15	H3K27ac	CLL	14	-2
15	H3K27ac	CLL	15	27
15	H3K27ac	CLL	14	23
-15	H3K27ac	CLL	24	16
15	H3K27ac	CLL	15	24
-15	H3K27ac	CLL	14	1
-15	H3K27ac	CLL	19	12
15	H3K27ac	CLL	8	20
15	H3K27ac	CLL	21	33
15	H3K27ac	CLL	7	15
-15	H3K27ac	CLL	21	13
15	H3K27ac	CLL	6	13
-15	H3K27ac	CLL	17	6
-15	H3K27ac	CLL	16	6
-15	H3K27ac	CLL	17	8
-15	H3K27ac	CLL	24	14
-15	H3K27ac	CLL	20	16
-15	H3K27ac	CLL	21	17
-15	H3K27ac	CLL	19	7
-15	H3K27ac	CLL	15	6
-15	H3K27ac	CLL	16	9
15	H3K27ac	CLL	8	14
-15	H3K27ac	CLL	16	10
-15	H3K27ac	CLL	17	7
15	H3K27ac	CLL	9	24
-15	H3K27ac	CLL	14	2
15	H3K27ac	CLL	5	15
-15	H3K27ac	CLL	25	14
15	H3K27ac	CLL	9	19
-15	H3K27ac	CLL	16	4
-15	H3K27ac	CLL	29	19
-15	H3K27ac	CLL	17	12
15	H3K27ac	CLL	17	27
-15	H3K27ac	CLL	22	9
-15	H3K27ac	CLL	17	3
-15	H3K27ac	CLL	17	9
-15	H3K27ac	CLL	20	14
-15	H3K27ac	CLL	22	16
-15	H3K27ac	CLL	10	3
-15	H3K27ac	CLL	23	10
-15	H3K27ac	CLL	18	9
15	H3K27ac	CLL	8	21
-15	H3K27ac	CLL	20	9
15	H3K27ac	CLL	16	25
15	H3K27ac	CLL	7	16
-15	H3K27ac	CLL	20	13
-15	H3K27ac	CLL	27	16
15	H3K27ac	CLL	13	25
-15	H3K27ac	CLL	20	11
-15	H3K27ac	CLL	11	1
-15	H3K27ac	CLL	22	14
15	H3K27ac	CLL	15	23
15	H3K27ac	CLL	9	23
15	H3K27ac	CLL	4	15
-15	H3K27ac	CLL	15	3
-15	H3K27ac	CLL	26	16
-15	H3K27ac	CLL	20	15
15	H3K27ac	CLL	9	17
-15	H3K27ac	CLL	21	10
15	H3K27ac	CLL	20	29
-15	H3K27ac	CLL	19	11
15	H3K27ac	CLL	6	15
15	H3K27ac	CLL	0	9
-15	H3K27ac	CLL	10	0
-15	H3K27ac	CLL	26	15
-15	H3K27ac	CLL	23	6
-15	H3K27ac	CLL	18	14
-15	H3K27ac	CLL	21	8
-15	H3K27ac	CLL	25	12
15	H3K27ac	CLL	5	13
-15	H3K27ac	CLL	17	4
-15	H3K27ac	CLL	30	19
-15	H3K27ac	CLL	25	15
15	H3K27ac	CLL	9	18
15	H3K27ac	CLL	4	13
15	H3K27ac	CLL	7	13
15	H3K27ac	CLL	8	23
15	H3K27ac	CLL	6	18
15	H3K27ac	CLL	0	6
-15	H3K27ac	CLL	21	14
15	H3K27ac	CLL	8	19
-15	H3K27ac	CLL	16	8
-15	H3K27ac	CLL	25	11
15	H3K27ac	CLL	6	22
15	H3K27ac	CLL	11	19
-15	H3K27ac	CLL	20	7
15	H3K27ac	CLL	13	20
-15	H3K27ac	CLL	30	18
15	H3K27ac	CLL	13	22
15	H3K27ac	CLL	16	26
15	H3K27ac	CLL	8	16
-15	H3K27ac	CLL	18	10
-15	H3K27ac	CLL	18	4
15	H3K27ac	CLL	10	18
-15	H3K27ac	CLL	21	20
-15	H3K27ac	CLL	21	12
15	H3K27ac	CLL	17	26
15	H3K27ac	CLL	10	19
15	H3K27ac	CLL	12	25
-15	H3K27ac	CLL	24	11
15	H3K27ac	CLL	12	26
-15	H3K27ac	CLL	21	9
15	H3K27ac	CLL	17	28
15	H3K27ac	CLL	13	21
15	H3K27ac	CLL	15	26
-15	H3K27ac	CLL	19	14
-15	H3K27ac	CLL	19	9
-15	H3K27ac	CLL	18	6
15	H3K27ac	CLL	17	22
15	H3K27ac	CLL	16	23
-15	H3K27ac	CLL	12	1
15	H3K27ac	CLL	15	28
15	H3K27ac	CLL	8	22
-15	H3K27ac	CLL	15	4
-15	H3K27ac	CLL	21	15
-15	H3K27ac	CLL	24	13
-15	H3K27ac	CLL	23	9
15	H3K27ac	CLL	19	25
15	H3K27ac	CLL	2	10
15	H3K27ac	CLL	16	29
-15	H3K27ac	CLL	18	7
15	H3K27ac	CLL	5	14
-15	H3K27ac	CLL	11	-2
15	H3K27ac	CLL	19	29
-15	H3K27ac	CLL	26	19
15	H3K27ac	CLL	13	26
-15	H3K27ac	CLL	17	5
15	H3K27ac	CLL	17	29
15	H3K27ac	CLL	10	16
15	H3K27ac	CLL	12	19
-15	H3K27ac	CLL	27	14
-15	H3K27ac	CLL	23	13
-15	H3K27ac	CLL	29	20
-15	H3K27ac	CLL	23	15
15	H3K27ac	CLL	10	25
-15	H3K27ac	CLL	25	13
15	H3K27ac	CLL	18	27
-15	H3K27ac	CLL	22	11
-15	H3K27ac	CLL	27	18
15	H3K27ac	CLL	7	18
-15	H3K27ac	CLL	20	10
-15	H3K27ac	CLL	14	11
15	H3K27ac	CLL	0	5
15	H3K27ac	CLL	9	15
-15	H3K27ac	CLL	28	13
-15	H3K27ac	CLL	9	-1
-15	H3K27ac	CLL	15	5
-15	H3K27ac	CLL	24	9
-15	H3K27ac	CLL	24	18
-15	H3K27ac	CLL	13	0
-15	H3K27ac	CLL	26	20
15	H3K27ac	CLL	10	17
-15	H3K27ac	CLL	21	6
15	H3K27ac	CLL	18	29
-15	H3K27ac	CLL	28	18
-15	H3K27ac	CLL	11	-3
-15	H3K27ac	CLL	18	5
-15	H3K27ac	CLL	14	3
-15	H3K27ac	CLL	12	-2
15	H3K27ac	CLL	20	31
15	H3K27ac	CLL	8	18
-15	H3K27ac	CLL	20	8
15	H3K27ac	CLL	9	16
-15	H3K27ac	CLL	15	0
-15	H3K27ac	CLL	12	2
15	H3K27ac	CLL	18	26
-15	H3K27ac	CLL	16	13
15	H3K27ac	CLL	16	24
-15	H3K27ac	CLL	14	4
15	H3K27ac	CLL	6	17
-15	H3K27ac	CLL	19	5
-15	H3K27ac	CLL	19	15
15	H3K27ac	CLL	2	11
15	H3K27ac	CLL	7	23
-15	H3K27ac	CLL	18	15
15	H3K27ac	CLL	16	28
-15	H3K27ac	CLL	20	6
15	H3K27ac	CLL	18	28
15	H3K27ac	CLL	21	29
15	H3K27ac	CLL	0	11
-15	H3K27ac	CLL	15	10
-15	H3K27ac	CLL	24	10
-15	H3K27ac	CLL	15	11
-15	H3K27ac	CLL	18	12
-15	H3K27ac	CLL	22	18
-15	H3K27ac	CLL	14	10
-15	H3K27ac	CLL	28	17
-15	H3K27ac	CLL	22	12
15	H3K27ac	CLL	17	24
-15	H3K27ac	CLL	27	20
-15	H3K27ac	CLL	28	19
-15	H3K27ac	CLL	15	9
-15	H3K27ac	CLL	14	5
15	H3K27ac	CLL	12	17
-15	H3K27ac	CLL	13	3
15	H3K27ac	CLL	22	31
15	H3K27ac	CLL	6	16
-15	H3K27ac	CLL	15	8
15	H3K27ac	CLL	5	16
15	H3K27ac	CLL	7	21
15	H3K27ac	CLL	19	31
15	H3K27ac	CLL	11	26
15	H3K27ac	CLL	4	12
-15	H3K27ac	CLL	16	0
-15	H3K27ac	CLL	12	5
-15	H3K27ac	CLL	21	19
-15	H3K27ac	CLL	14	6
-15	H3K27ac	CLL	17	11
15	H3K27ac	CLL	11	24
-15	H3K27ac	CLL	11	2
-15	H3K27ac	CLL	19	13
-15	H3K27ac	CLL	15	-2
-15	H3K27ac	CLL	13	5
-15	H3K27ac	CLL	22	13
15	H3K27ac	CLL	18	25
-15	H3K27ac	CLL	11	4
-14	H3K27ac	CLL	14	1
-14	H3K27ac	CLL	18	13
14	H3K27ac	CLL	11	20
14	H3K27ac	CLL	14	27
-14	H3K27ac	CLL	18	8
14	H3K27ac	CLL	11	22
-14	H3K27ac	CLL	17	11
-14	H3K27ac	CLL	16	7
14	H3K27ac	CLL	10	21
14	H3K27ac	CLL	6	14
-14	H3K27ac	CLL	28	21
14	H3K27ac	CLL	9	20
-14	H3K27ac	CLL	18	10
14	H3K27ac	CLL	17	24
-14	H3K27ac	CLL	23	15
-14	H3K27ac	CLL	16	12
14	H3K27ac	CLL	14	23
14	H3K27ac	CLL	14	26
14	H3K27ac	CLL	4	14
-14	H3K27ac	CLL	23	12
-14	H3K27ac	CLL	15	3
14	H3K27ac	CLL	16	26
-14	H3K27ac	CLL	17	7
14	H3K27ac	CLL	7	18
14	H3K27ac	CLL	12	23
14	H3K27ac	CLL	12	21
-14	H3K27ac	CLL	18	7
14	H3K27ac	CLL	4	17
14	H3K27ac	CLL	0	8
-14	H3K27ac	CLL	16	4
-14	H3K27ac	CLL	20	12
14	H3K27ac	CLL	7	14
-14	H3K27ac	CLL	16	10
14	H3K27ac	CLL	13	24
-14	H3K27ac	CLL	27	15
14	H3K27ac	CLL	16	25
-14	H3K27ac	CLL	15	6
-14	H3K27ac	CLL	23	13
14	H3K27ac	CLL	10	20
14	H3K27ac	CLL	8	20
14	H3K27ac	CLL	12	22
14	H3K27ac	CLL	15	23
14	H3K27ac	CLL	6	15
14	H3K27ac	CLL	18	24
14	H3K27ac	CLL	13	23
-14	H3K27ac	CLL	21	9
-14	H3K27ac	CLL	19	5
-14	H3K27ac	CLL	21	11
-14	H3K27ac	CLL	24	14
-14	H3K27ac	CLL	20	17
-14	H3K27ac	CLL	13	2
-14	H3K27ac	CLL	28	17
14	H3K27ac	CLL	10	22
14	H3K27ac	CLL	11	19
-14	H3K27ac	CLL	22	15
-14	H3K27ac	CLL	18	14
14	H3K27ac	CLL	14	21
14	H3K27ac	CLL	13	22
-14	H3K27ac	CLL	16	6
14	H3K27ac	CLL	8	17
14	H3K27ac	CLL	8	19
-14	H3K27ac	CLL	22	8
-14	H3K27ac	CLL	14	2
-14	H3K27ac	CLL	15	5
14	H3K27ac	CLL	11	21
14	H3K27ac	CLL	17	25
-14	H3K27ac	CLL	25	16
-14	H3K27ac	CLL	19	13
14	H3K27ac	CLL	19	28
-14	H3K27ac	CLL	20	10
-14	H3K27ac	CLL	20	14
-14	H3K27ac	CLL	17	10
14	H3K27ac	CLL	19	29
-14	H3K27ac	CLL	17	5
14	H3K27ac	CLL	11	24
14	H3K27ac	CLL	15	25
14	H3K27ac	CLL	15	22
14	H3K27ac	CLL	8	12
14	H3K27ac	CLL	14	25
-14	H3K27ac	CLL	25	15
-14	H3K27ac	CLL	19	8
-14	H3K27ac	CLL	12	1
-14	H3K27ac	CLL	20	13
-14	H3K27ac	CLL	26	17
-14	H3K27ac	CLL	20	9
-14	H3K27ac	CLL	19	11
14	H3K27ac	CLL	12	24
-14	H3K27ac	CLL	19	15
14	H3K27ac	CLL	15	24
-14	H3K27ac	CLL	14	0
-14	H3K27ac	CLL	16	2
-14	H3K27ac	CLL	24	15
14	H3K27ac	CLL	10	18
14	H3K27ac	CLL	8	21
-14	H3K27ac	CLL	22	11
14	H3K27ac	CLL	15	27
-14	H3K27ac	CLL	18	11
-14	H3K27ac	CLL	21	15
-14	H3K27ac	CLL	24	12
-14	H3K27ac	CLL	17	12
14	H3K27ac	CLL	8	18
-14	H3K27ac	CLL	16	9
-14	H3K27ac	CLL	25	12
-14	H3K27ac	CLL	18	9
-14	H3K27ac	CLL	22	13
14	H3K27ac	CLL	8	16
14	H3K27ac	CLL	21	29
14	H3K27ac	CLL	9	21
-14	H3K27ac	CLL	12	5
14	H3K27ac	CLL	12	20
14	H3K27ac	CLL	5	16
14	H3K27ac	CLL	14	24
14	H3K27ac	CLL	8	13
14	H3K27ac	CLL	13	18
-14	H3K27ac	CLL	17	8
14	H3K27ac	CLL	5	11
14	H3K27ac	CLL	17	28
14	H3K27ac	CLL	9	17
-14	H3K27ac	CLL	13	4
-14	H3K27ac	CLL	15	4
14	H3K27ac	CLL	13	19
14	H3K27ac	CLL	8	15
14	H3K27ac	CLL	12	19
14	H3K27ac	CLL	17	26
14	H3K27ac	CLL	16	29
-14	H3K27ac	CLL	19	14
14	H3K27ac	CLL	14	22
-14	H3K27ac	CLL	20	11
-14	H3K27ac	CLL	25	14
-14	H3K27ac	CLL	16	5
-14	H3K27ac	CLL	21	10
-14	H3K27ac	CLL	19	10
14	H3K27ac	CLL	7	16
14	H3K27ac	CLL	13	20
-14	H3K27ac	CLL	26	16
-14	H3K27ac	CLL	20	15
14	H3K27ac	CLL	11	18
-14	H3K27ac	CLL	23	11
-14	H3K27ac	CLL	15	0
-14	H3K27ac	CLL	15	11
-14	H3K27ac	CLL	21	17
14	H3K27ac	CLL	10	17
-14	H3K27ac	CLL	14	7
14	H3K27ac	CLL	7	19
-14	H3K27ac	CLL	16	8
-14	H3K27ac	CLL	18	6
-14	H3K27ac	CLL	19	16
-14	H3K27ac	CLL	14	3
-14	H3K27ac	CLL	16	13
-14	H3K27ac	CLL	19	3
-14	H3K27ac	CLL	15	8
14	H3K27ac	CLL	10	19
-14	H3K27ac	CLL	23	14
-14	H3K27ac	CLL	21	13
-14	H3K27ac	CLL	24	11
-14	H3K27ac	CLL	27	14
14	H3K27ac	CLL	9	22
14	H3K27ac	CLL	17	27
14	H3K27ac	CLL	11	17
-14	H3K27ac	CLL	22	14
-14	H3K27ac	CLL	21	12
14	H3K27ac	CLL	9	16
-14	H3K27ac	CLL	20	8
14	H3K27ac	CLL	7	13
-14	H3K27ac	CLL	19	9
14	H3K27ac	CLL	10	16
14	H3K27ac	CLL	15	26
14	H3K27ac	CLL	11	23
-14	H3K27ac	CLL	21	16
-14	H3K27ac	CLL	13	6
-14	H3K27ac	CLL	17	6
-14	H3K27ac	CLL	14	-3
14	H3K27ac	CLL	13	21
-14	H3K27ac	CLL	24	13
14	H3K27ac	CLL	6	22
-14	H3K27ac	CLL	23	9
14	H3K27ac	CLL	12	25
-14	H3K27ac	CLL	21	14
14	H3K27ac	CLL	9	18
14	H3K27ac	CLL	6	13
14	H3K27ac	CLL	9	19
-14	H3K27ac	CLL	24	17
-14	H3K27ac	CLL	24	19
14	H3K27ac	CLL	9	15
-14	H3K27ac	CLL	16	11
-14	H3K27ac	CLL	27	17
14	H3K27ac	CLL	8	14
-14	H3K27ac	CLL	22	12
-14	H3K27ac	CLL	22	9
-14	H3K27ac	CLL	15	2
14	H3K27ac	CLL	10	15
14	H3K27ac	CLL	18	27
-14	H3K27ac	CLL	26	18
-14	H3K27ac	CLL	24	7
-14	H3K27ac	CLL	17	3
-14	H3K27ac	CLL	19	12
-14	H3K27ac	CLL	21	6
-14	H3K27ac	CLL	22	19
-14	H3K27ac	CLL	16	3
-14	H3K27ac	CLL	17	13
-14	H3K27ac	CLL	15	1
-14	H3K27ac	CLL	18	12
14	H3K27ac	CLL	9	14
14	H3K27ac	CLL	4	11
-14	H3K27ac	CLL	20	16
-14	H3K27ac	CLL	13	5
14	H3K27ac	CLL	6	17
-14	H3K27ac	CLL	25	13
-14	H3K27ac	CLL	24	16
14	H3K27ac	CLL	13	26
14	H3K27ac	CLL	2	6
-14	H3K27ac	CLL	13	-3
-14	H3K27ac	CLL	14	4
-14	H3K27ac	CLL	22	17
14	H3K27ac	CLL	2	7
14	H3K27ac	CLL	16	24
14	H3K27ac	CLL	23	29
-14	H3K27ac	CLL	27	18
-14	H3K27ac	CLL	14	6
14	H3K27ac	CLL	6	19
14	H3K27ac	CLL	4	18
-14	H3K27ac	CLL	14	11
-14	H3K27ac	CLL	15	12
14	H3K27ac	CLL	7	20
-14	H3K27ac	CLL	22	10
14	H3K27ac	CLL	16	28
-14	H3K27ac	CLL	11	0
-14	H3K27ac	CLL	26	19
14	H3K27ac	CLL	12	18
14	H3K27ac	CLL	18	31
-14	H3K27ac	CLL	27	16
14	H3K27ac	CLL	6	11
-14	H3K27ac	CLL	19	7
14	H3K27ac	CLL	13	25
14	H3K27ac	CLL	10	23
-14	H3K27ac	CLL	21	7
-14	H3K27ac	CLL	17	4
14	H3K27ac	CLL	1	7
-14	H3K27ac	CLL	14	-2
-14	H3K27ac	CLL	25	17
-14	H3K27ac	CLL	26	15
14	H3K27ac	CLL	14	20
-14	H3K27ac	CLL	17	9
14	H3K27ac	CLL	20	27
-14	H3K27ac	CLL	28	18
-14	H3K27ac	CLL	21	19
-14	H3K27ac	CLL	20	6
-14	H3K27ac	CLL	12	-3
-14	H3K27ac	CLL	11	2
14	H3K27ac	CLL	8	22
-14	H3K27ac	CLL	15	9
-14	H3K27ac	CLL	15	-1
-14	H3K27ac	CLL	22	16
-14	H3K27ac	CLL	26	14
14	H3K27ac	CLL	18	26
-14	H3K27ac	CLL	12	7
14	H3K27ac	CLL	16	23
14	H3K27ac	CLL	18	25
-14	H3K27ac	CLL	13	0
-14	H3K27ac	CLL	28	16
-14	H3K27ac	CLL	24	18
-14	H3K27ac	CLL	13	1
14	H3K27ac	CLL	19	27
14	H3K27ac	CLL	16	22
14	H3K27ac	CLL	7	15
-14	H3K27ac	CLL	23	16
14	H3K27ac	CLL	21	28
-14	H3K27ac	CLL	23	18
-14	H3K27ac	CLL	15	7
14	H3K27ac	CLL	12	16
-14	H3K27ac	CLL	25	20
14	H3K27ac	CLL	20	26
-14	H3K27ac	CLL	26	13
-14	H3K27ac	CLL	23	21
-14	H3K27ac	CLL	14	9
-14	H3K27ac	CLL	33	22
14	H3K27ac	CLL	20	29
-14	H3K27ac	CLL	28	20
-14	H3K27ac	CLL	27	19
-14	H3K27ac	CLL	15	13
-14	H3K27ac	CLL	29	20
-14	H3K27ac	CLL	10	-1
-14	H3K27ac	CLL	27	20
-14	H3K27ac	CLL	23	6
-14	H3K27ac	CLL	15	10
-14	H3K27ac	CLL	30	21
-14	H3K27ac	CLL	28	19
-14	H3K27ac	CLL	29	21
14	H3K27ac	CLL	20	30
-14	H3K27ac	CLL	12	3
-14	H3K27ac	CLL	12	6
14	H3K27ac	CLL	9	13
14	H3K27ac	CLL	1	6
-14	H3K27ac	CLL	17	15
14	H3K27ac	CLL	7	17
-14	H3K27ac	CLL	20	7
-14	H3K27ac	CLL	23	17
14	H3K27ac	CLL	18	29
14	H3K27ac	CLL	20	28
13	H3K27ac	CLL	13	22
-13	H3K27ac	CLL	16	6
-13	H3K27ac	CLL	21	13
13	H3K27ac	CLL	14	24
13	H3K27ac	CLL	10	20
-13	H3K27ac	CLL	19	8
-13	H3K27ac	CLL	23	12
13	H3K27ac	CLL	18	27
-13	H3K27ac	CLL	20	13
13	H3K27ac	CLL	11	21
13	H3K27ac	CLL	14	22
-13	H3K27ac	CLL	19	12
-13	H3K27ac	CLL	12	2
13	H3K27ac	CLL	16	24
-13	H3K27ac	CLL	25	17
-13	H3K27ac	CLL	21	14
-13	H3K27ac	CLL	26	18
-13	H3K27ac	CLL	24	17
-13	H3K27ac	CLL	17	11
13	H3K27ac	CLL	16	26
13	H3K27ac	CLL	13	23
-13	H3K27ac	CLL	20	8
-13	H3K27ac	CLL	21	12
13	H3K27ac	CLL	17	25
13	H3K27ac	CLL	13	24
-13	H3K27ac	CLL	19	11
-13	H3K27ac	CLL	17	10
-13	H3K27ac	CLL	16	9
-13	H3K27ac	CLL	25	18
13	H3K27ac	CLL	12	21
-13	H3K27ac	CLL	16	12
-13	H3K27ac	CLL	19	16
-13	H3K27ac	CLL	18	8
-13	H3K27ac	CLL	17	9
-13	H3K27ac	CLL	18	15
13	H3K27ac	CLL	13	20
13	H3K27ac	CLL	8	14
13	H3K27ac	CLL	11	24
13	H3K27ac	CLL	8	17
13	H3K27ac	CLL	11	18
13	H3K27ac	CLL	7	22
13	H3K27ac	CLL	15	25
-13	H3K27ac	CLL	21	8
-13	H3K27ac	CLL	18	10
13	H3K27ac	CLL	10	18
13	H3K27ac	CLL	12	22
-13	H3K27ac	CLL	13	3
13	H3K27ac	CLL	9	18
-13	H3K27ac	CLL	24	15
-13	H3K27ac	CLL	16	5
13	H3K27ac	CLL	16	25
-13	H3K27ac	CLL	21	15
-13	H3K27ac	CLL	19	14
-13	H3K27ac	CLL	26	16
-13	H3K27ac	CLL	18	12
13	H3K27ac	CLL	15	27
-13	H3K27ac	CLL	19	10
13	H3K27ac	CLL	17	24
-13	H3K27ac	CLL	18	9
-13	H3K27ac	CLL	16	4
13	H3K27ac	CLL	15	23
13	H3K27ac	CLL	21	27
13	H3K27ac	CLL	0	5
-13	H3K27ac	CLL	16	10
-13	H3K27ac	CLL	27	21
-13	H3K27ac	CLL	25	14
13	H3K27ac	CLL	11	20
-13	H3K27ac	CLL	26	17
-13	H3K27ac	CLL	25	16
-13	H3K27ac	CLL	17	7
13	H3K27ac	CLL	12	23
-13	H3K27ac	CLL	25	19
-13	H3K27ac	CLL	14	7
-13	H3K27ac	CLL	21	9
-13	H3K27ac	CLL	21	17
-13	H3K27ac	CLL	24	16
13	H3K27ac	CLL	17	29
-13	H3K27ac	CLL	23	15
13	H3K27ac	CLL	10	21
-13	H3K27ac	CLL	22	13
13	H3K27ac	CLL	9	19
-13	H3K27ac	CLL	17	8
13	H3K27ac	CLL	15	24
-13	H3K27ac	CLL	22	12
13	H3K27ac	CLL	16	27
13	H3K27ac	CLL	7	18
-13	H3K27ac	CLL	15	5
-13	H3K27ac	CLL	19	7
-13	H3K27ac	CLL	17	3
-13	H3K27ac	CLL	21	16
13	H3K27ac	CLL	9	21
-13	H3K27ac	CLL	22	14
13	H3K27ac	CLL	9	20
13	H3K27ac	CLL	14	23
-13	H3K27ac	CLL	14	5
13	H3K27ac	CLL	14	21
13	H3K27ac	CLL	12	19
13	H3K27ac	CLL	10	19
13	H3K27ac	CLL	8	16
-13	H3K27ac	CLL	17	12
-13	H3K27ac	CLL	23	14
-13	H3K27ac	CLL	20	12
13	H3K27ac	CLL	9	13
13	H3K27ac	CLL	14	20
-13	H3K27ac	CLL	29	20
-13	H3K27ac	CLL	18	11
-13	H3K27ac	CLL	27	16
-13	H3K27ac	CLL	15	3
13	H3K27ac	CLL	8	20
13	H3K27ac	CLL	14	26
13	H3K27ac	CLL	18	26
-13	H3K27ac	CLL	20	9
-13	H3K27ac	CLL	15	1
-13	H3K27ac	CLL	23	16
-13	H3K27ac	CLL	20	10
13	H3K27ac	CLL	8	19
-13	H3K27ac	CLL	17	5
-13	H3K27ac	CLL	19	13
-13	H3K27ac	CLL	28	17
13	H3K27ac	CLL	7	17
13	H3K27ac	CLL	12	20
-13	H3K27ac	CLL	16	7
-13	H3K27ac	CLL	17	6
-13	H3K27ac	CLL	15	2
13	H3K27ac	CLL	19	28
-13	H3K27ac	CLL	19	9
-13	H3K27ac	CLL	15	10
13	H3K27ac	CLL	13	21
13	H3K27ac	CLL	13	19
-13	H3K27ac	CLL	22	16
13	H3K27ac	CLL	16	28
-13	H3K27ac	CLL	23	11
-13	H3K27ac	CLL	18	13
-13	H3K27ac	CLL	16	8
-13	H3K27ac	CLL	12	9
-13	H3K27ac	CLL	23	9
-13	H3K27ac	CLL	13	7
13	H3K27ac	CLL	9	16
-13	H3K27ac	CLL	17	13
13	H3K27ac	CLL	13	17
13	H3K27ac	CLL	7	13
13	H3K27ac	CLL	11	19
-13	H3K27ac	CLL	25	15
-13	H3K27ac	CLL	11	-1
-13	H3K27ac	CLL	27	17
13	H3K27ac	CLL	6	19
-13	H3K27ac	CLL	15	4
-13	H3K27ac	CLL	19	15
13	H3K27ac	CLL	19	27
13	H3K27ac	CLL	6	15
-13	H3K27ac	CLL	21	7
-13	H3K27ac	CLL	20	11
13	H3K27ac	CLL	6	14
-13	H3K27ac	CLL	20	16
-13	H3K27ac	CLL	9	4
-13	H3K27ac	CLL	21	11
-13	H3K27ac	CLL	27	18
-13	H3K27ac	CLL	18	5
13	H3K27ac	CLL	10	17
13	H3K27ac	CLL	11	22
-13	H3K27ac	CLL	13	8
13	H3K27ac	CLL	9	17
-13	H3K27ac	CLL	15	-1
13	H3K27ac	CLL	17	26
13	H3K27ac	CLL	15	22
-13	H3K27ac	CLL	24	14
-13	H3K27ac	CLL	18	7
13	H3K27ac	CLL	10	23
13	H3K27ac	CLL	11	17
-13	H3K27ac	CLL	15	6
-13	H3K27ac	CLL	24	13
-13	H3K27ac	CLL	15	11
-13	H3K27ac	CLL	14	2
13	H3K27ac	CLL	20	29
13	H3K27ac	CLL	7	15
-13	H3K27ac	CLL	16	2
13	H3K27ac	CLL	2	8
-13	H3K27ac	CLL	15	9
13	H3K27ac	CLL	0	10
13	H3K27ac	CLL	8	18
-13	H3K27ac	CLL	21	10
13	H3K27ac	CLL	6	16
13	H3K27ac	CLL	5	15
-13	H3K27ac	CLL	20	15
-13	H3K27ac	CLL	12	6
-13	H3K27ac	CLL	12	5
13	H3K27ac	CLL	16	23
13	H3K27ac	CLL	5	16
-13	H3K27ac	CLL	16	11
-13	H3K27ac	CLL	22	15
-13	H3K27ac	CLL	13	6
-13	H3K27ac	CLL	23	17
13	H3K27ac	CLL	7	16
-13	H3K27ac	CLL	22	20
-13	H3K27ac	CLL	13	0
13	H3K27ac	CLL	11	16
-13	H3K27ac	CLL	24	12
13	H3K27ac	CLL	17	27
-13	H3K27ac	CLL	11	4
13	H3K27ac	CLL	13	18
13	H3K27ac	CLL	15	26
13	H3K27ac	CLL	2	10
-13	H3K27ac	CLL	21	18
13	H3K27ac	CLL	14	25
-13	H3K27ac	CLL	22	17
-13	H3K27ac	CLL	20	14
-13	H3K27ac	CLL	20	19
-13	H3K27ac	CLL	28	20
13	H3K27ac	CLL	9	12
13	H3K27ac	CLL	4	12
-13	H3K27ac	CLL	23	13
13	H3K27ac	CLL	19	25
-13	H3K27ac	CLL	18	14
-13	H3K27ac	CLL	16	3
-13	H3K27ac	CLL	24	18
-13	H3K27ac	CLL	19	17
13	H3K27ac	CLL	15	21
13	H3K27ac	CLL	9	15
13	H3K27ac	CLL	12	18
13	H3K27ac	CLL	37	45
-13	H3K27ac	CLL	16	13
-13	H3K27ac	CLL	23	10
13	H3K27ac	CLL	8	21
13	H3K27ac	CLL	19	26
-13	H3K27ac	CLL	10	-3
