dPC1	mark	type	x	y
2	H3K4me1	MSC	33	36
-2	H3K4me1	MSC	37	34
2	H3K4me1	MSC	37	31
-2	H3K4me1	MSC	21	27
-2	H3K4me1	MSC	25	30
-2	H3K4me1	MSC	32	32
-2	H3K4me1	MSC	36	28
2	H3K4me1	MSC	15	25
2	H3K4me1	MSC	23	31
2	H3K4me1	MSC	32	27
2	H3K4me1	MSC	24	31
-2	H3K4me1	MSC	31	24
2	H3K4me1	MSC	20	27
-2	H3K4me1	MSC	24	29
2	H3K4me1	MSC	23	22
2	H3K4me1	MSC	22	22
-2	H3K4me1	MSC	31	23
-2	H3K4me1	MSC	22	18
-2	H3K4me1	MSC	31	30
2	H3K4me1	MSC	22	28
-2	H3K4me1	MSC	23	17
2	H3K4me1	MSC	34	33
-2	H3K4me1	MSC	37	27
2	H3K4me1	MSC	31	23
2	H3K4me1	MSC	30	25
-2	H3K4me1	MSC	30	23
2	H3K4me1	MSC	32	30
-2	H3K4me1	MSC	32	28
2	H3K4me1	MSC	36	31
-2	H3K4me1	MSC	16	13
-2	H3K4me1	MSC	11	13
-2	H3K4me1	MSC	39	35
-2	H3K4me1	MSC	29	33
2	H3K4me1	MSC	19	16
-2	H3K4me1	MSC	28	22
-2	H3K4me1	MSC	18	18
-2	H3K4me1	MSC	28	32
2	H3K4me1	MSC	30	34
2	H3K4me1	MSC	37	37
2	H3K4me1	MSC	31	38
-2	H3K4me1	MSC	25	16
2	H3K4me1	MSC	32	24
2	H3K4me1	MSC	35	29
2	H3K4me1	MSC	33	28
2	H3K4me1	MSC	39	38
2	H3K4me1	MSC	30	32
-2	H3K4me1	MSC	38	31
2	H3K4me1	MSC	15	19
2	H3K4me1	MSC	30	30
2	H3K4me1	MSC	1	4
-2	H3K4me1	MSC	34	31
2	H3K4me1	MSC	35	36
2	H3K4me1	MSC	23	19
-2	H3K4me1	MSC	12	19
2	H3K4me1	MSC	15	26
2	H3K4me1	MSC	18	20
-2	H3K4me1	MSC	22	15
2	H3K4me1	MSC	28	24
2	H3K4me1	MSC	20	25
-2	H3K4me1	MSC	36	35
-2	H3K4me1	MSC	35	34
-2	H3K4me1	MSC	21	15
2	H3K4me1	MSC	10	13
2	H3K4me1	MSC	34	31
2	H3K4me1	MSC	30	29
-2	H3K4me1	MSC	27	33
2	H3K4me1	MSC	11	11
2	H3K4me1	MSC	8	15
-2	H3K4me1	MSC	29	31
2	H3K4me1	MSC	22	27
-2	H3K4me1	MSC	37	35
-2	H3K4me1	MSC	34	34
2	H3K4me1	MSC	32	21
-2	H3K4me1	MSC	17	18
-2	H3K4me1	MSC	22	29
2	H3K4me1	MSC	34	29
-2	H3K4me1	MSC	25	20
-2	H3K4me1	MSC	17	19
-2	H3K4me1	MSC	13	12
2	H3K4me1	MSC	34	37
-2	H3K4me1	MSC	36	25
-2	H3K4me1	MSC	22	25
2	H3K4me1	MSC	29	21
2	H3K4me1	MSC	25	30
-2	H3K4me1	MSC	21	26
-2	H3K4me1	MSC	28	18
-2	H3K4me1	MSC	17	22
-2	H3K4me1	MSC	26	28
-2	H3K4me1	MSC	26	29
2	H3K4me1	MSC	28	31
2	H3K4me1	MSC	22	29
2	H3K4me1	MSC	28	27
2	H3K4me1	MSC	10	10
-2	H3K4me1	MSC	35	24
2	H3K4me1	MSC	21	20
2	H3K4me1	MSC	27	30
2	H3K4me1	MSC	17	16
2	H3K4me1	MSC	28	23
2	H3K4me1	MSC	5	13
-2	H3K4me1	MSC	38	29
2	H3K4me1	MSC	31	28
2	H3K4me1	MSC	16	26
2	H3K4me1	MSC	18	26
-2	H3K4me1	MSC	35	32
2	H3K4me1	MSC	21	18
-2	H3K4me1	MSC	24	20
-2	H3K4me1	MSC	15	14
2	H3K4me1	MSC	33	35
-2	H3K4me1	MSC	44	33
-2	H3K4me1	MSC	41	29
2	H3K4me1	MSC	16	21
2	H3K4me1	MSC	31	32
-2	H3K4me1	MSC	30	33
-2	H3K4me1	MSC	34	26
-2	H3K4me1	MSC	13	13
-2	H3K4me1	MSC	22	23
-2	H3K4me1	MSC	38	32
-2	H3K4me1	MSC	17	8
-2	H3K4me1	MSC	6	6
2	H3K4me1	MSC	36	36
2	H3K4me1	MSC	13	13
-2	H3K4me1	MSC	33	33
2	H3K4me1	MSC	37	36
2	H3K4me1	MSC	15	22
2	H3K4me1	MSC	15	16
-2	H3K4me1	MSC	30	30
-2	H3K4me1	MSC	20	26
-2	H3K4me1	MSC	25	21
-2	H3K4me1	MSC	18	21
2	H3K4me1	MSC	28	34
-2	H3K4me1	MSC	15	23
-2	H3K4me1	MSC	13	8
2	H3K4me1	MSC	27	25
-2	H3K4me1	MSC	26	20
2	H3K4me1	MSC	25	27
-2	H3K4me1	MSC	33	23
2	H3K4me1	MSC	39	31
-2	H3K4me1	MSC	22	17
2	H3K4me1	MSC	14	22
2	H3K4me1	MSC	17	19
2	H3K4me1	MSC	26	30
-2	H3K4me1	MSC	35	26
2	H3K4me1	MSC	15	24
2	H3K4me1	MSC	32	26
-2	H3K4me1	MSC	18	23
2	H3K4me1	MSC	22	17
2	H3K4me1	MSC	34	34
2	H3K4me1	MSC	30	20
-2	H3K4me1	MSC	40	29
2	H3K4me1	MSC	25	32
2	H3K4me1	MSC	14	21
-2	H3K4me1	MSC	14	21
2	H3K4me1	MSC	32	28
2	H3K4me1	MSC	36	26
-2	H3K4me1	MSC	40	34
-2	H3K4me1	MSC	31	25
-2	H3K4me1	MSC	40	37
2	H3K4me1	MSC	31	24
-2	H3K4me1	MSC	19	17
2	H3K4me1	MSC	5	8
2	H3K4me1	MSC	26	22
2	H3K4me1	MSC	14	20
-2	H3K4me1	MSC	28	24
-2	H3K4me1	MSC	32	23
-2	H3K4me1	MSC	5	9
-2	H3K4me1	MSC	16	17
2	H3K4me1	MSC	18	27
-2	H3K4me1	MSC	37	38
2	H3K4me1	MSC	33	29
2	H3K4me1	MSC	22	19
-2	H3K4me1	MSC	20	24
2	H3K4me1	MSC	20	19
2	H3K4me1	MSC	27	22
-2	H3K4me1	MSC	14	8
2	H3K4me1	MSC	30	26
-2	H3K4me1	MSC	39	28
2	H3K4me1	MSC	28	32
2	H3K4me1	MSC	17	26
2	H3K4me1	MSC	33	25
2	H3K4me1	MSC	9	27
-2	H3K4me1	MSC	40	36
2	H3K4me1	MSC	17	17
2	H3K4me1	MSC	18	19
-2	H3K4me1	MSC	31	32
-2	H3K4me1	MSC	32	33
2	H3K4me1	MSC	35	35
-2	H3K4me1	MSC	21	30
2	H3K4me1	MSC	12	18
-2	H3K4me1	MSC	34	22
2	H3K4me1	MSC	25	20
2	H3K4me1	MSC	16	17
-2	H3K4me1	MSC	21	25
-2	H3K4me1	MSC	16	20
-2	H3K4me1	MSC	12	10
2	H3K4me1	MSC	18	16
-2	H3K4me1	MSC	19	23
-2	H3K4me1	MSC	17	17
-2	H3K4me1	MSC	33	35
2	H3K4me1	MSC	33	39
-2	H3K4me1	MSC	28	20
-2	H3K4me1	MSC	26	17
2	H3K4me1	MSC	37	29
-2	H3K4me1	MSC	20	27
2	H3K4me1	MSC	38	28
-2	H3K4me1	MSC	24	30
2	H3K4me1	MSC	13	18
2	H3K4me1	MSC	14	18
2	H3K4me1	MSC	21	31
2	H3K4me1	MSC	39	36
2	H3K4me1	MSC	5	19
2	H3K4me1	MSC	15	12
-2	H3K4me1	MSC	15	19
2	H3K4me1	MSC	34	26
2	H3K4me1	MSC	11	18
2	H3K4me1	MSC	28	18
2	H3K4me1	MSC	35	26
2	H3K4me1	MSC	35	30
-2	H3K4me1	MSC	19	20
-2	H3K4me1	MSC	33	25
2	H3K4me1	MSC	40	31
2	H3K4me1	MSC	27	32
2	H3K4me1	MSC	17	23
2	H3K4me1	MSC	15	14
-2	H3K4me1	MSC	35	23
2	H3K4me1	MSC	14	24
-2	H3K4me1	MSC	29	19
2	H3K4me1	MSC	35	32
2	H3K4me1	MSC	31	35
-2	H3K4me1	MSC	30	21
2	H3K4me1	MSC	35	34
2	H3K4me1	MSC	16	16
-2	H3K4me1	MSC	29	14
-2	H3K4me1	MSC	33	15
-2	H3K4me1	MSC	38	22
2	H3K4me1	MSC	13	14
2	H3K4me1	MSC	23	34
-2	H3K4me1	MSC	16	16
-2	H3K4me1	MSC	34	32
-2	H3K4me1	MSC	41	32
2	H3K4me1	MSC	8	7
-2	H3K4me1	MSC	15	15
-2	H3K4me1	MSC	41	34
2	H3K4me1	MSC	18	25
-2	H3K4me1	MSC	25	14
2	H3K4me1	MSC	16	27
-2	H3K4me1	MSC	19	16
2	H3K4me1	MSC	23	30
-2	H3K4me1	MSC	43	36
2	H3K4me1	MSC	24	18
2	H3K4me1	MSC	6	5
-2	H3K4me1	MSC	36	21
2	H3K4me1	MSC	8	12
2	H3K4me1	MSC	29	20
2	H3K4me1	MSC	16	13
-2	H3K4me1	MSC	14	13
2	H3K4me1	MSC	28	21
2	H3K4me1	MSC	25	33
2	H3K4me1	MSC	3	8
-2	H3K4me1	MSC	9	10
-2	H3K4me1	MSC	35	31
-2	H3K4me1	MSC	26	33
2	H3K4me1	MSC	26	33
-2	H3K4me1	MSC	35	30
2	H3K4me1	MSC	12	15
2	H3K4me1	MSC	25	16
2	H3K4me1	MSC	36	28
-2	H3K4me1	MSC	22	33
2	H3K4me1	MSC	22	18
2	H3K4me1	MSC	9	11
2	H3K4me1	MSC	20	33
2	H3K4me1	MSC	30	35
2	H3K4me1	MSC	31	39
-2	H3K4me1	MSC	25	31
-2	H3K4me1	MSC	22	16
-2	H3K4me1	MSC	15	21
-2	H3K4me1	MSC	15	24
-2	H3K4me1	MSC	10	16
-2	H3K4me1	MSC	27	21
-2	H3K4me1	MSC	37	36
2	H3K4me1	MSC	37	27
-2	H3K4me1	MSC	11	14
-2	H3K4me1	MSC	26	30
2	H3K4me1	MSC	26	34
2	H3K4me1	MSC	10	14
-2	H3K4me1	MSC	31	19
-2	H3K4me1	MSC	37	31
-2	H3K4me1	MSC	13	19
2	H3K4me1	MSC	9	14
2	H3K4me1	MSC	36	22
-2	H3K4me1	MSC	17	9
2	H3K4me1	MSC	24	37
2	H3K4me1	MSC	20	17
2	H3K4me1	MSC	27	20
2	H3K4me1	MSC	36	34
-2	H3K4me1	MSC	38	34
2	H3K4me1	MSC	30	23
2	H3K4me1	MSC	32	25
2	H3K4me1	MSC	11	7
-2	H3K4me1	MSC	23	29
-2	H3K4me1	MSC	25	32
2	H3K4me1	MSC	13	20
-2	H3K4me1	MSC	32	34
-2	H3K4me1	MSC	14	15
-2	H3K4me1	MSC	35	36
2	H3K4me1	MSC	24	34
-2	H3K4me1	MSC	23	30
-2	H3K4me1	MSC	27	19
-2	H3K4me1	MSC	37	33
-2	H3K4me1	MSC	16	15
2	H3K4me1	MSC	37	30
-2	H3K4me1	MSC	16	14
2	H3K4me1	MSC	11	17
-2	H3K4me1	MSC	31	33
-2	H3K4me1	MSC	26	32
-2	H3K4me1	MSC	25	28
2	H3K4me1	MSC	29	22
-2	H3K4me1	MSC	18	24
-2	H3K4me1	MSC	22	28
2	H3K4me1	MSC	17	25
2	H3K4me1	MSC	28	36
2	H3K4me1	MSC	17	18
2	H3K4me1	MSC	37	34
-2	H3K4me1	MSC	19	28
2	H3K4me1	MSC	10	8
-2	H3K4me1	MSC	13	10
-2	H3K4me1	MSC	12	14
-2	H3K4me1	MSC	19	12
-2	H3K4me1	MSC	0	4
2	H3K4me1	MSC	17	33
2	H3K4me1	MSC	11	12
-2	H3K4me1	MSC	35	19
-2	H3K4me1	MSC	12	15
2	H3K4me1	MSC	35	24
-2	H3K4me1	MSC	13	18
-2	H3K4me1	MSC	37	30
2	H3K4me1	MSC	32	23
2	H3K4me1	MSC	25	21
-2	H3K4me1	MSC	36	34
-2	H3K4me1	MSC	12	13
-2	H3K4me1	MSC	26	31
2	H3K4me1	MSC	15	13
-2	H3K4me1	MSC	37	28
-2	H3K4me1	MSC	19	32
2	H3K4me1	MSC	47	46
2	H3K4me1	MSC	34	36
-2	H3K4me1	MSC	13	16
2	H3K4me1	MSC	40	40
2	H3K4me1	MSC	4	9
-2	H3K4me1	MSC	31	35
-2	H3K4me1	MSC	32	22
-2	H3K4me1	MSC	38	26
-2	H3K4me1	MSC	36	29
2	H3K4me1	MSC	29	23
2	H3K4me1	MSC	5	17
-2	H3K4me1	MSC	9	16
2	H3K4me1	MSC	13	12
2	H3K4me1	MSC	21	29
2	H3K4me1	MSC	35	31
2	H3K4me1	MSC	7	15
-2	H3K4me1	MSC	26	19
2	H3K4me1	MSC	19	27
2	H3K4me1	MSC	26	17
2	H3K4me1	MSC	38	31
2	H3K4me1	MSC	12	13
2	H3K4me1	MSC	8	11
2	H3K4me1	MSC	6	8
2	H3K4me1	MSC	14	17
2	H3K4me1	MSC	20	14
-2	H3K4me1	MSC	14	18
-2	H3K4me1	MSC	16	12
2	H3K4me1	MSC	29	34
2	H3K4me1	MSC	27	33
2	H3K4me1	MSC	14	16
2	H3K4me1	MSC	25	17
2	H3K4me1	MSC	37	28
-2	H3K4me1	MSC	19	14
2	H3K4me1	MSC	28	35
-2	H3K4me1	MSC	11	10
-2	H3K4me1	MSC	14	10
2	H3K4me1	MSC	13	22
-2	H3K4me1	MSC	13	15
-2	H3K4me1	MSC	24	18
-2	H3K4me1	MSC	2	13
-2	H3K4me1	MSC	28	19
-2	H3K4me1	MSC	15	22
2	H3K4me1	MSC	2	8
2	H3K4me1	MSC	11	20
-2	H3K4me1	MSC	41	35
-2	H3K4me1	MSC	30	14
2	H3K4me1	MSC	29	35
-2	H3K4me1	MSC	18	15
2	H3K4me1	MSC	30	37
-2	H3K4me1	MSC	42	29
-2	H3K4me1	MSC	19	26
-2	H3K4me1	MSC	18	9
-2	H3K4me1	MSC	9	8
2	H3K4me1	MSC	12	10
-2	H3K4me1	MSC	17	26
-2	H3K4me1	MSC	25	34
2	H3K4me1	MSC	17	29
-2	H3K4me1	MSC	27	32
2	H3K4me1	MSC	18	15
2	H3K4me1	MSC	32	38
2	H3K4me1	MSC	33	34
2	H3K4me1	MSC	38	35
2	H3K4me1	MSC	12	14
-2	H3K4me1	MSC	33	24
-2	H3K4me1	MSC	32	36
2	H3K4me1	MSC	25	19
-2	H3K4me1	MSC	38	36
2	H3K4me1	MSC	35	27
2	H3K4me1	MSC	20	28
-2	H3K4me1	MSC	15	16
-2	H3K4me1	MSC	25	19
2	H3K4me1	MSC	25	22
2	H3K4me1	MSC	8	28
-2	H3K4me1	MSC	39	25
2	H3K4me1	MSC	12	32
2	H3K4me1	MSC	14	15
2	H3K4me1	MSC	42	39
-2	H3K4me1	MSC	22	14
-2	H3K4me1	MSC	17	24
2	H3K4me1	MSC	33	37
2	H3K4me1	MSC	24	33
2	H3K4me1	MSC	19	26
-2	H3K4me1	MSC	14	9
-2	H3K4me1	MSC	42	35
2	H3K4me1	MSC	21	32
2	H3K4me1	MSC	26	20
2	H3K4me1	MSC	35	38
-2	H3K4me1	MSC	23	18
2	H3K4me1	MSC	10	11
2	H3K4me1	MSC	32	36
-2	H3K4me1	MSC	21	29
2	H3K4me1	MSC	26	32
-2	H3K4me1	MSC	34	37
-2	H3K4me1	MSC	24	32
-2	H3K4me1	MSC	40	28
2	H3K4me1	MSC	16	25
2	H3K4me1	MSC	23	33
-2	H3K4me1	MSC	33	36
-2	H3K4me1	MSC	12	5
-2	H3K4me1	MSC	15	25
-2	H3K4me1	MSC	27	35
2	H3K4me1	MSC	38	37
-2	H3K4me1	MSC	39	34
-2	H3K4me1	MSC	14	24
-2	H3K4me1	MSC	27	31
-2	H3K4me1	MSC	17	23
-2	H3K4me1	MSC	12	22
2	H3K4me1	MSC	23	17
-2	H3K4me1	MSC	16	25
-2	H3K4me1	MSC	41	36
2	H3K4me1	MSC	41	30
-2	H3K4me1	MSC	27	17
2	H3K4me1	MSC	10	15
-2	H3K4me1	MSC	16	21
2	H3K4me1	MSC	37	38
2	H3K4me1	MSC	18	29
2	H3K4me1	MSC	20	30
2	H3K4me1	MSC	23	20
-2	H3K4me1	MSC	7	12
-2	H3K4me1	MSC	21	28
-2	H3K4me1	MSC	20	30
2	H3K4me1	MSC	26	35
2	H3K4me1	MSC	11	21
-2	H3K4me1	MSC	15	12
-2	H3K4me1	MSC	16	18
2	H3K4me1	MSC	36	41
-2	H3K4me1	MSC	36	39
2	H3K4me1	MSC	9	15
-2	H3K4me1	MSC	34	24
-2	H3K4me1	MSC	7	16
-2	H3K4me1	MSC	12	20
2	H3K4me1	MSC	35	28
-2	H3K4me1	MSC	7	22
2	H3K4me1	MSC	40	37
2	H3K4me1	MSC	13	24
-2	H3K4me1	MSC	24	15
-2	H3K4me1	MSC	9	9
2	H3K4me1	MSC	30	36
2	H3K4me1	MSC	31	18
-2	H3K4me1	MSC	15	10
2	H3K4me1	MSC	11	13
2	H3K4me1	MSC	12	31
2	H3K4me1	MSC	35	39
-2	H3K4me1	MSC	18	10
-2	H3K4me1	MSC	6	8
2	H3K4me1	MSC	38	36
-2	H3K4me1	MSC	39	26
2	H3K4me1	MSC	39	37
-2	H3K4me1	MSC	8	4
-2	H3K4me1	MSC	23	16
-2	H3K4me1	MSC	40	32
-2	H3K4me1	MSC	31	18
2	H3K4me1	MSC	8	19
2	H3K4me1	MSC	31	20
-2	H3K4me1	MSC	29	32
-2	H3K4me1	MSC	9	15
-2	H3K4me1	MSC	15	13
-2	H3K4me1	MSC	37	26
-2	H3K4me1	MSC	14	17
2	H3K4me1	MSC	34	30
-2	H3K4me1	MSC	6	10
2	H3K4me1	MSC	2	12
-2	H3K4me1	MSC	17	11
-2	H3K4me1	MSC	28	33
2	H3K4me1	MSC	27	17
-2	H3K4me1	MSC	16	26
2	H3K4me1	MSC	32	20
2	H3K4me1	MSC	0	9
2	H3K4me1	MSC	12	21
2	H3K4me1	MSC	12	11
2	H3K4me1	MSC	26	19
-2	H3K4me1	MSC	22	11
-2	H3K4me1	MSC	25	17
2	H3K4me1	MSC	33	23
2	H3K4me1	MSC	36	33
2	H3K4me1	MSC	40	35
-2	H3K4me1	MSC	9	11
-2	H3K4me1	MSC	34	25
-2	H3K4me1	MSC	18	13
2	H3K4me1	MSC	8	17
-2	H3K4me1	MSC	11	12
-2	H3K4me1	MSC	38	35
2	H3K4me1	MSC	20	29
2	H3K4me1	MSC	37	22
2	H3K4me1	MSC	18	12
2	H3K4me1	MSC	36	27
2	H3K4me1	MSC	26	21
-2	H3K4me1	MSC	11	11
2	H3K4me1	MSC	14	11
-2	H3K4me1	MSC	33	20
2	H3K4me1	MSC	6	10
2	H3K4me1	MSC	30	22
2	H3K4me1	MSC	32	22
2	H3K4me1	MSC	32	39
2	H3K4me1	MSC	43	38
-2	H3K4me1	MSC	43	37
2	H3K4me1	MSC	22	32
-2	H3K4me1	MSC	15	18
2	H3K4me1	MSC	14	23
2	H3K4me1	MSC	16	10
-2	H3K4me1	MSC	31	21
2	H3K4me1	MSC	8	13
-2	H3K4me1	MSC	36	36
2	H3K4me1	MSC	39	40
2	H3K4me1	MSC	31	21
-2	H3K4me1	MSC	8	9
2	H3K4me1	MSC	20	32
2	H3K4me1	MSC	12	12
2	H3K4me1	MSC	29	36
2	H3K4me1	MSC	38	34
2	H3K4me1	MSC	13	10
2	H3K4me1	MSC	38	29
2	H3K4me1	MSC	36	30
-2	H3K4me1	MSC	20	28
2	H3K4me1	MSC	2	4
-2	H3K4me1	MSC	16	24
-2	H3K4me1	MSC	38	19
-2	H3K4me1	MSC	20	12
-2	H3K4me1	MSC	17	15
2	H3K4me1	MSC	15	30
2	H3K4me1	MSC	17	28
-2	H3K4me1	MSC	31	37
2	H3K4me1	MSC	9	9
-2	H3K4me1	MSC	26	18
-2	H3K4me1	MSC	25	18
-2	H3K4me1	MSC	36	27
2	H3K4me1	MSC	4	8
2	H3K4me1	MSC	19	14
2	H3K4me1	MSC	27	15
2	H3K4me1	MSC	4	12
-2	H3K4me1	MSC	30	16
-2	H3K4me1	MSC	14	12
2	H3K4me1	MSC	28	20
2	H3K4me1	MSC	12	30
-2	H3K4me1	MSC	18	27
-2	H3K4me1	MSC	38	37
2	H3K4me1	MSC	14	12
2	H3K4me1	MSC	3	7
2	H3K4me1	MSC	3	4
-2	H3K4me1	MSC	14	16
-2	H3K4me1	MSC	11	19
-2	H3K4me1	MSC	35	35
2	H3K4me1	MSC	11	9
-2	H3K4me1	MSC	28	35
2	H3K4me1	MSC	12	20
2	H3K4me1	MSC	17	14
2	H3K4me1	MSC	7	14
-2	H3K4me1	MSC	37	25
-2	H3K4me1	MSC	30	35
2	H3K4me1	MSC	21	16
2	H3K4me1	MSC	32	37
2	H3K4me1	MSC	8	4
2	H3K4me1	MSC	22	13
2	H3K4me1	MSC	11	16
-2	H3K4me1	MSC	5	8
-2	H3K4me1	MSC	14	5
-2	H3K4me1	MSC	18	25
-2	H3K4me1	MSC	39	27
-2	H3K4me1	MSC	36	23
-2	H3K4me1	MSC	32	20
-2	H3K4me1	MSC	15	11
-2	H3K4me1	MSC	5	10
-2	H3K4me1	MSC	11	17
2	H3K4me1	MSC	16	29
2	H3K4me1	MSC	34	25
-2	H3K4me1	MSC	29	20
-2	H3K4me1	MSC	40	30
-2	H3K4me1	MSC	38	24
-2	H3K4me1	MSC	34	39
-2	H3K4me1	MSC	39	31
-2	H3K4me1	MSC	29	34
-2	H3K4me1	MSC	7	5
-2	H3K4me1	MSC	10	12
2	H3K4me1	MSC	12	17
2	H3K4me1	MSC	28	37
2	H3K4me1	MSC	42	37
2	H3K4me1	MSC	18	28
1	H3K4me1	MSC	18	20
-1	H3K4me1	MSC	16	16
-1	H3K4me1	MSC	20	24
-1	H3K4me1	MSC	38	33
-1	H3K4me1	MSC	33	34
-1	H3K4me1	MSC	22	23
-1	H3K4me1	MSC	21	23
-1	H3K4me1	MSC	18	20
1	H3K4me1	MSC	25	24
1	H3K4me1	MSC	21	23
1	H3K4me1	MSC	21	22
1	H3K4me1	MSC	23	22
-1	H3K4me1	MSC	25	22
-1	H3K4me1	MSC	21	18
-1	H3K4me1	MSC	28	21
1	H3K4me1	MSC	17	22
1	H3K4me1	MSC	21	20
-1	H3K4me1	MSC	16	22
-1	H3K4me1	MSC	27	25
-1	H3K4me1	MSC	21	19
-1	H3K4me1	MSC	26	23
-1	H3K4me1	MSC	25	24
-1	H3K4me1	MSC	20	19
1	H3K4me1	MSC	14	18
1	H3K4me1	MSC	25	25
-1	H3K4me1	MSC	22	22
1	H3K4me1	MSC	26	25
1	H3K4me1	MSC	21	24
-1	H3K4me1	MSC	32	31
1	H3K4me1	MSC	21	15
1	H3K4me1	MSC	16	18
-1	H3K4me1	MSC	17	25
-1	H3K4me1	MSC	22	21
1	H3K4me1	MSC	30	27
-1	H3K4me1	MSC	19	20
1	H3K4me1	MSC	23	31
-1	H3K4me1	MSC	27	30
-1	H3K4me1	MSC	20	22
-1	H3K4me1	MSC	26	24
-1	H3K4me1	MSC	24	23
1	H3K4me1	MSC	24	19
-1	H3K4me1	MSC	24	28
1	H3K4me1	MSC	22	24
-1	H3K4me1	MSC	27	20
-1	H3K4me1	MSC	28	30
1	H3K4me1	MSC	28	31
-1	H3K4me1	MSC	31	30
1	H3K4me1	MSC	37	34
-1	H3K4me1	MSC	16	20
1	H3K4me1	MSC	7	12
1	H3K4me1	MSC	25	26
1	H3K4me1	MSC	29	34
1	H3K4me1	MSC	5	8
1	H3K4me1	MSC	25	23
-1	H3K4me1	MSC	36	35
-1	H3K4me1	MSC	26	27
1	H3K4me1	MSC	23	19
-1	H3K4me1	MSC	27	22
1	H3K4me1	MSC	24	22
1	H3K4me1	MSC	33	32
1	H3K4me1	MSC	17	18
1	H3K4me1	MSC	37	32
-1	H3K4me1	MSC	22	25
-1	H3K4me1	MSC	25	26
1	H3K4me1	MSC	23	23
-1	H3K4me1	MSC	34	33
1	H3K4me1	MSC	28	26
1	H3K4me1	MSC	20	27
-1	H3K4me1	MSC	26	30
1	H3K4me1	MSC	30	26
1	H3K4me1	MSC	35	36
-1	H3K4me1	MSC	19	21
-1	H3K4me1	MSC	25	27
-1	H3K4me1	MSC	23	19
-1	H3K4me1	MSC	29	30
-1	H3K4me1	MSC	16	14
1	H3K4me1	MSC	29	26
-1	H3K4me1	MSC	28	23
-1	H3K4me1	MSC	21	25
-1	H3K4me1	MSC	13	5
-1	H3K4me1	MSC	15	13
1	H3K4me1	MSC	22	26
1	H3K4me1	MSC	23	28
1	H3K4me1	MSC	28	30
-1	H3K4me1	MSC	35	32
1	H3K4me1	MSC	28	27
-1	H3K4me1	MSC	21	20
-1	H3K4me1	MSC	21	26
1	H3K4me1	MSC	17	16
1	H3K4me1	MSC	20	21
-1	H3K4me1	MSC	35	29
1	H3K4me1	MSC	30	25
1	H3K4me1	MSC	24	25
-1	H3K4me1	MSC	20	16
-1	H3K4me1	MSC	32	29
1	H3K4me1	MSC	22	23
1	H3K4me1	MSC	24	27
-1	H3K4me1	MSC	35	23
-1	H3K4me1	MSC	30	27
1	H3K4me1	MSC	29	27
1	H3K4me1	MSC	28	29
1	H3K4me1	MSC	15	26
-1	H3K4me1	MSC	20	23
1	H3K4me1	MSC	21	21
1	H3K4me1	MSC	38	30
1	H3K4me1	MSC	22	22
-1	H3K4me1	MSC	31	31
-1	H3K4me1	MSC	27	28
1	H3K4me1	MSC	23	26
1	H3K4me1	MSC	37	26
-1	H3K4me1	MSC	30	28
1	H3K4me1	MSC	22	29
-1	H3K4me1	MSC	24	22
1	H3K4me1	MSC	37	33
-1	H3K4me1	MSC	25	23
1	H3K4me1	MSC	29	24
1	H3K4me1	MSC	21	25
-1	H3K4me1	MSC	34	30
-1	H3K4me1	MSC	33	30
-1	H3K4me1	MSC	26	25
-1	H3K4me1	MSC	24	25
-1	H3K4me1	MSC	18	17
1	H3K4me1	MSC	31	27
-1	H3K4me1	MSC	22	20
1	H3K4me1	MSC	23	21
-1	H3K4me1	MSC	32	32
-1	H3K4me1	MSC	33	23
-1	H3K4me1	MSC	29	31
1	H3K4me1	MSC	31	25
-1	H3K4me1	MSC	23	26
1	H3K4me1	MSC	24	26
1	H3K4me1	MSC	23	20
-1	H3K4me1	MSC	29	26
1	H3K4me1	MSC	27	29
1	H3K4me1	MSC	19	22
1	H3K4me1	MSC	32	28
-1	H3K4me1	MSC	28	27
1	H3K4me1	MSC	23	29
-1	H3K4me1	MSC	37	35
1	H3K4me1	MSC	22	19
-1	H3K4me1	MSC	22	18
1	H3K4me1	MSC	18	23
-1	H3K4me1	MSC	21	21
1	H3K4me1	MSC	30	28
1	H3K4me1	MSC	27	31
1	H3K4me1	MSC	30	29
-1	H3K4me1	MSC	27	27
-1	H3K4me1	MSC	23	24
-1	H3K4me1	MSC	23	23
1	H3K4me1	MSC	33	27
-1	H3K4me1	MSC	22	26
1	H3K4me1	MSC	24	24
1	H3K4me1	MSC	19	18
1	H3K4me1	MSC	27	25
1	H3K4me1	MSC	23	25
1	H3K4me1	MSC	15	18
1	H3K4me1	MSC	26	22
-1	H3K4me1	MSC	27	26
-1	H3K4me1	MSC	36	33
1	H3K4me1	MSC	35	32
1	H3K4me1	MSC	31	29
1	H3K4me1	MSC	29	30
1	H3K4me1	MSC	29	33
-1	H3K4me1	MSC	33	29
-1	H3K4me1	MSC	18	13
-1	H3K4me1	MSC	28	22
-1	H3K4me1	MSC	16	24
1	H3K4me1	MSC	19	19
-1	H3K4me1	MSC	31	29
1	H3K4me1	MSC	43	25
1	H3K4me1	MSC	27	26
1	H3K4me1	MSC	25	22
-1	H3K4me1	MSC	19	23
1	H3K4me1	MSC	27	27
1	H3K4me1	MSC	26	28
-1	H3K4me1	MSC	11	12
1	H3K4me1	MSC	19	23
1	H3K4me1	MSC	30	32
-1	H3K4me1	MSC	33	28
